id,type,title,director,cast,country,release_year,rating,duration,genre,description,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
1558,TV Show,The Vampire Diaries,,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",United States,2016,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",16+,7.7/10,86/100,1,0,0,0
1559,TV Show,A House of Blocks,,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",Taiwan,2017,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",18+,,22/100,1,0,0,0
1560,TV Show,Gurren Lagann,,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",Japan,2007,TV-14,1 Season,"Anime Series, International TV Shows","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",16+,8.3/10,66/100,1,0,0,0
1561,TV Show,Gurren Lagann,,,,2008,TV-14,1 Season,"Action, Adventure, Anime","In a bleak future where humanity is forced to live underground, a fourteen year-old boy named Simon is assigned the task of digging tunnels to expand his village. But Simon stumbles across a fantastic device, and with the help of many other friends, they use the robots power to fight against their oppressors and take back the surface.",16+,8.3/10,66/100,1,0,0,0
1562,TV Show,High Risk,,,United States,1988,TV-PG,1 Season,"Docuseries, Reality TV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",,,31/100,1,0,1,0
1563,TV Show,Narcos,,"Wagner Moura, Pedro Pascal, Boyd Holbrook, DamiÃ¡n AlcÃ¡zar, Alberto Ammann, Francisco Denis, PÃªpÃª Rapazote, Matias Varela, Michael Stahl-David, Matt Whelan, Arturo Castro, Javier CÃ¡mara, JosÃ© MarÃ­a Yazpik, Eric Lange, Brett Cullen, Miguel Ãngel Silvestre, Kerry BishÃ©, Paulina GaitÃ¡n, Cristina UmaÃ±a, Paulina GarcÃ­a, Juan SebastiÃ¡n Calero, Joanna Christie, Taliana Vargas, Andrea Londo, Manolo Cardona, Diego CataÃ±o, RaÃºl MÃ©ndez, Bruno Bichir, Stephanie Sigman, Florencia Lozano, Juan Pablo Raba, Leynar Gomez, Konstantin Melikhov, Martina GarcÃ­a, Maurice Compte, Mauricio Cujar, Jorge Monterrosa, GermÃ¡n Jaramillo, Juan Pablo Shuk, JuliÃ¡n DÃ­az, Alejandro Buitrago, Federico Rivera","United States, Colombia, Mexico",2017,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,18+,8.8/10,90/100,1,0,0,0
1564,TV Show,Dinotrux,,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson",United States,2017,TV-Y7,5 Seasons,Kids' TV,"Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",7+,6.9/10,44/100,1,0,0,0
1565,TV Show,Marvel's The Defenders,,"Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones, Sigourney Weaver, Elodie Yung, Elden Henson, Jessica Henwick, Simone Missick, Rachael Taylor, Deborah Ann Woll, Rosario Dawson, Carrie-Anne Moss, Eka Darville, Scott Glenn",United States,2017,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Dramas","Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",18+,7.3/10,78/100,1,0,0,0
1566,TV Show,20 Minutes,,"Tuba BÃ¼yÃ¼kÃ¼stÃ¼n, Ilker Aksum, BÃ¼lent Emin Yarar, Ä°pek Bilgin, MÃ¼jde Uzman, Firat Ã‡elik, Ayten Uncuoglu, Cihat Tamer",Turkey,2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.",,6.9/10,51/100,1,0,0,0
1567,TV Show,Million Yen Women,,"Yojiro Noda, Rila Fukushima, Rena Matsui, Miwako Wagatsuma, Rena Takeda, Yuko Araki, Yuya Endo, Kaito Yoshimura, Moeka Hoshi, Juri Ihata, Mariko Tsutsui, Kanji Furutachi, Tetsuhiro Ikeda, Takashi Yamanaka, Tomoya Nakamura, Lily Franky",Japan,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",,,14/100,1,0,0,0
1568,TV Show,Wet Hot American Summer: Ten Years Later,,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Sarah Burns, Josh Charles, Jai Courtney, Beth Dover, John Early, Mark Feuerstein, Janeane Garofalo, Skyler Gisondo, Nina Hellman, Samm Levine, Joe Lo Truglio, Ken Marino, Christopher Meloni, Alyssa Milano, A.D. Miles, Marguerite Moreau, Eric Nenninger, Zak Orth, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Jason Schwartzman, Adam Scott, Molly Shannon, Michael Showalter, Rich Sommer, David Wain, Kristen Wiig",United States,2017,TV-MA,1 Season,TV Comedies,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",16+,6.9/10,61/100,1,0,0,0
1569,TV Show,Entangled,,"Thomas Ong, Jack Tan, Margaret Wang, Kate Pang, Huang Qi Ming, Aileen Tan, Rayson Tan, Zhang Shui Fa",South Korea,2014,TV-14,1 Season,"International TV Shows, TV Dramas","When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.",,6.9/10,34/100,1,0,0,0
1570,TV Show,Fartsa,,"Alexander Petrov, Fillip Gorenshtein, Maksim Emelyanov, Aleksey Vesyolkin, Zoya Berber, Ieva Andrejevaite",Russia,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.",,6.7/10,44/100,1,0,0,0
1571,TV Show,Life Plan A and B,,"Rainie Yang, Yan Yu-lin, Johnny Lu, Chang Fu-chien, Chen Chi-hsia",Taiwan,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.,7+,7.6/10,38/100,1,0,0,0
1572,TV Show,Love Storm,,"Chris Wu, Chen Yu, Greg Han, Esther Yeh, Yeh Chen-Ting, Deng Yu-kai",,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Three grown siblings must rethink their idea of family when they learn their parents are getting divorced and have their eyes on new partners.,,3.3/10,32/100,1,0,0,0
1573,TV Show,Surviving Escobar - Alias JJ,,"Juan Pablo Urrego, Amparo Grisales, Nicole SantamarÃ­a, Elkin DÃ­az, Francisco Javier Rueda, RamsÃ©s Ramos, Lina Marcela CastrillÃ³n, Toto Vega, Camilo SÃ¡enz, Mijail Mulkay, Natasha Klauss, Nelson Camayo",,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As the MedellÃ­n Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",18+,7.9/10,54/100,1,0,0,0
1574,TV Show,The In-Laws,,"Louise Lee, Rui En, Pierre Png, Darren Lim, Cynthia Koh, Belinda Lee",Singapore,2011,TV-14,1 Season,"International TV Shows, TV Dramas","She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep.",13+,5.7/10,38/100,1,0,0,0
1575,TV Show,The IT Crowd,,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry",United Kingdom,2013,TV-MA,5 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.",16+,8.5/10,86/100,1,0,0,0
1576,TV Show,Vexed,,"Toby Stephens, Miranda Raison, Lucy Punch, Nick Dunning, Rory Kinnear, Ronny Jhutti, Roger Griffiths, Patrick Baladi",United Kingdom,2012,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.,7+,7.3/10,56/100,1,0,0,0
1577,TV Show,Daughters of Destiny,Vanessa Roth,,United States,2017,TV-14,1 Season,Docuseries,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,,,36/100,1,0,0,0
1578,TV Show,Dawn of the Croods,,"Stephanie Lemelin, A.J. LoCascio, Dan Milano, Grey DeLisle, Cree Summer, Laraine Newman, Chris Parnell, Ana Gasteyer, Dee Bradley Baker, Thomas Lennon, Dominic Catrambone",United States,2017,TV-Y7,4 Seasons,Kids' TV,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.",7+,6.0/10,46/100,1,0,0,0
1579,TV Show,Degrassi: Next Class,Stefan Brogren,"Amanda Arcuri, Amir Bageria, Soma Bhatia, Jamie Bloch, Stefan Brogren, Chelsea Clark, Reiya Downs, Ana Golja, Nikki Gould, Ricardo Hoyos, Ehren Kassam, Andre Kim, Lyle Lettau, Spencer MacPherson, Eric Osborne, Dante Scott, Olivia Scriven, Sara Waisglass, Richard Walters",Canada,2017,TV-14,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows","Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life.",7+,6.9/10,58/100,1,0,0,0
1580,TV Show,Diamond Lover,,"Rain, Tiffany Tang, Luo Jin, Dilraba Dilmurat, Yao Yichen",China,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After an accident leads to great weight loss, once-obese Mi Duo embarks on a new life working for her secret crush, diamond company CEO Xiao Liang.",,6.3/10,35/100,1,0,0,0
1581,TV Show,The Legend of Bruce Lee,,"Danny Chan, Michelle Lang, Ted Duran, Hazen MacIntyre, Luoyong Wang, Natalia Dzyublo, Traci Ann Wolfe, Ke Gai, Zhou Zhou, Yu Chenghui",China,2008,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","The brief but spectacular career of martial arts superstar Bruce Lee is recounted in this drama, starring Danny Chan as the enigmatic and driven Lee.",,7.0/10,53/100,1,0,1,0
1582,TV Show,Against the Tide,,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping, Zhang Zhenhuan, Paige Chua, Xu Bin, Carrie Wong",Singapore,2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,,7.6/10,31/100,1,0,0,0
1583,TV Show,Breakout,,"Jeanette Aw, Elvin Ng, Zhou Ying, Christopher Lee, Dai Xiangyu, Guo Liang",,2010,TV-14,1 Season,"International TV Shows, TV Dramas","After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",,7.9/10,39/100,1,0,0,0
1584,TV Show,Intersection,,"Ä°brahim Ã‡elikkol, BelÃ§im Bilgin, Alican YÃ¼cesoy, Teoman KumbaracÄ±baÅŸÄ±, Serdar YeÄŸin, TÃ¼lay GÃ¼nal, GÃ¶zde CÄ±ÄŸacÄ±, Ferit AktuÄŸ, Rojda Demirer, Aybars Kartal Ã–zson",Turkey,2016,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good.",,6.6/10,54/100,1,0,1,0
1585,TV Show,The Truth Seekers,,"Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi",Singapore,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",,7.1/10,33/100,1,0,0,0
1586,TV Show,The Ultimatum,,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo",Singapore,2009,TV-14,1 Season,"International TV Shows, TV Dramas","Love and intrigue swirl around two women â€“ one a champion of human rights, the other an ambitious businesswoman â€“ who were switched at birth.",,5.4/10,33/100,1,0,0,0
1587,TV Show,Unriddle,,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",Singapore,2012,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",,7.8/10,34/100,1,0,0,0
1588,TV Show,Yours Fatefully,,"Kingone Wang, Jesseca Liu, Xiang Yun, Chen Shucheng, Eelyn Kok, Cavin Soh, Sora Ma",Singapore,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",,6.6/10,30/100,1,0,0,0
1589,TV Show,Criminal Minds,,"Mandy Patinkin, Joe Mantegna, Thomas Gibson, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness, A.J. Cook, Paget Brewster, Lola Glaudini, Jennifer Love Hewitt, Jeanne Tripplehorn","United States, Canada",2017,TV-14,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.,16+,8.0/10,81/100,0,1,0,0
1590,TV Show,Criminal Minds,,,"United States, Canada",2005,TV-14,3 Seasons,"Crime, Drama, Mystery","Criminal Minds revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again.",16+,8.0/10,81/100,0,1,0,0
1591,TV Show,Gypsy,,"Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman, Poorna Jagannathan, Brooke Bloom, Lucy Boynton, Melanie Liburd, Brenda Vaccaro, Maren Heary, Blythe Danner","United States, United Kingdom",2017,TV-MA,1 Season,TV Dramas,Therapist Jean Holloway develops dangerous and intimate relationships with the people in her patients' lives in this simmering psychological thriller.,18+,6.8/10,67/100,1,0,0,0
1592,TV Show,Little Witch Academia,,"Megumi Han, Fumiko Orikasa, Michiyo Murase, Yoko Hikasa, Arisa Shida, Rie Murakawa, Reina Ueda, Ryosuke Kanemoto, Junko Takeuchi, Noriko Hidaka",Japan,2017,TV-Y7,2 Seasons,"Anime Series, International TV Shows","Akko enrolls at the Luna Nova Witchcraft Academy. She's not the best student, but her bright attitude is the key to her and her friends' success.",7+,7.9/10,60/100,1,0,0,0
1593,TV Show,Young & Hungry,,"Emily Osment, Kym Whitley, Rex Lee, Jonathan Sadowski, Aimee Carrero, Jesse McCartney, Ashley Tisdale",United States,2017,TV-14,5 Seasons,TV Comedies,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",16+,7.4/10,68/100,1,0,0,0
1594,TV Show,Pac-Man and the Ghostly Adventures,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill","United States, Japan, Canada",2014,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,7+,4.9/10,48/100,1,0,1,0
1595,TV Show,Aquarius,,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, BrÃ­an F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,2016,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",16+,7.1/10,68/100,1,0,0,0
1596,TV Show,World of Winx,Iginio Straffi,"Haven Paschall, Alysha Deslorieux, Jessica Paquet, Eileen Stevens, Kate Bristol, Saskia Maarleveld, Brittany Pressley, Billy Bob Thompson, Marc Thompson, Suzy Myers, Jason Griffith, Samara Naeymi, Wayne Grayson, Alyson Leigh Rosenfeld, Abe Goldfarb, Lisa Flanagan","Italy, United States",2017,TV-Y7,2 Seasons,Kids' TV,"The reality show ""WOW!"" engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids' dreams come true.",7+,6.8/10,46/100,1,0,0,0
