id,type,title,director,cast,country,release_year,rating,duration,genre,description,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+
1491,TV Show,Fullmetal Alchemist: Brotherhood,,,Japan,2009,TV-14,1 Season,"Action, Adventure, Anime","Brothers Edward and Alphonse Elric hoped to resurrect their motherâ€™s corpse when they attempted human transmutation, but their reckless defiance of alchemyâ€™s Law of Equivalent Exchange resulted in no miraculous reunion. Their experimentation with forbidden science plunged the boys into a hellish nightmare; half of Edâ€™s limbs were torn from his body, and Al awoke to discover his young soul transferred to a suit of armor. There is but one way the Elrics can restore what was lost - find the fabled Philosopherâ€™s Stone. In a land marred by war and persecution, where truth comes only with tragedy, they undertake their desperate search. Every step closer to the mythical Philosopherâ€™s Stone brings the broken brothers deeper into the darkest shadows of reality. Sinful abominations, both unnatural and human, will try to keep the boys from their redemption - but the Elrics must forge ahead if despair is to be transmuted into peace.",16+,9.1/10,88/100,1,1,0,0
1492,TV Show,Lovesick,,"Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby",United Kingdom,2018,TV-MA,3 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows","In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners.",18+,8.1/10,64/100,1,0,0,0
1493,TV Show,The Frozen Dead,,"Charles Berling, Julia Piaton, Pascal Greggory, Nina Meurisse, Lubna Azabal, Anne Le Ny, Robinson StÃ©venin, Robert Plagnol, Sophie Guillemin",France,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.,,6.3/10,52/100,1,0,0,0
1494,TV Show,Dave Chappelle: Equanimity & The Bird Revelation,Stan Lathan,Dave Chappelle,United States,2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love.",,,41/100,1,0,0,0
1495,TV Show,Part-Time Idol,,"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group.",7+,7.0/10,33/100,1,0,0,0
1496,TV Show,72 Dangerous Animals: Latin America,,Bob Brisbane,"Australia, United States",2017,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",16+,6.6/10,47/100,1,0,0,0
1497,TV Show,The Indian Detective,,"Russell Peters, Anupam Kher, Christina Cole, Mishqah Parthiephal, Hamza Haq, Meren Reddy, William Shatner","Canada, Germany, South Africa",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.",,6.5/10,55/100,1,0,0,0
1498,TV Show,"Hello, My Twenties!",,"Ye-ri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu, Hye-soo Park",South Korea,2017,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",16+,8.3/10,59/100,1,0,0,0
1499,TV Show,Wormwood,,"Peter Sarsgaard, Molly Parker, Christian Camargo, Scott Shepherd, Tim Blake Nelson, Jimmi Simpson, Bob Balaban, Michael Chernus",United States,2017,TV-14,1 Season,"Crime TV Shows, Docuseries","In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",16+,7.0/10,65/100,1,0,0,0
1500,TV Show,Halt and Catch Fire,,"Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry BishÃ©, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish",United States,2017,TV-14,4 Seasons,TV Dramas,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues.",16+,8.4/10,81/100,1,0,0,0
1501,TV Show,All Hail King Julien,,"Danny Jacobs, Andy Richter, Henry Winkler, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, David Krumholtz, Diedrich Bader, Debra Wilson, Sarah Thyre, Betsy Sodaro",United States,2017,TV-Y7,5 Seasons,"Kids' TV, TV Comedies","In this Emmy winner for Outstanding Children's Animated Program, Madagascar booty-shaker King Julien takes on the jungleâ€™s craziest adventures.",7+,7.1/10,53/100,1,0,0,0
1502,TV Show,Dhia Sofea,,"Amyra Rosli, Fadlan Hazim, Maria Farida, Sharifah Haslinda, Syafiq Kyle, Sasqia Dahuri, Raja Ema, Faye Kusairi, Puteri Octovia, Roy Azman, Norlia Ghani",Malaysia,2015,TV-14,1 Season,"International TV Shows, TV Dramas","After discovering that she was adopted as an infant, a young woman embarks on a perilous quest to connect with her biological mother.",,,10/100,1,0,0,0
1503,TV Show,Kantaro: The Sweet Tooth Salaryman,,"Matsuya Onoe, Ren Ishikawa, Hiroyuki Onoue, Hazuki Shimizu, Sarutoki Minagawa",Japan,2017,TV-PG,1 Season,"International TV Shows, TV Comedies",Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,7+,7.5/10,55/100,1,0,0,0
1504,TV Show,Oggy and the Cockroaches,Olivier Jean-Marie,"Don Michael Paul, Tony Sampson, Sam Vincent, Matt Hill, Greg Eagles, Peter Kelamis, Tara Strong, Rick Jones",France,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home.",all,7.3/10,57/100,1,0,0,0
1505,TV Show,TURN: Washington's Spies,,"Jamie Bell, Seth Numrich, Daniel Henshall, Heather Lind, Meegan Warner, Kevin McNally, Burn Gorman, Angus Macfadyen, JJ Feild, Samuel Roukin",United States,2017,TV-14,4 Seasons,TV Dramas,"Set in 1778, this period drama recounts the story of Abe Woodhull, an American cabbage farmer obliged to begin spying on the British enemy.",16+,8.1/10,76/100,1,0,0,0
1506,TV Show,Man Down,,"Greg Davies, Roisin Conaty, Jeany Spark, Gwyneth Powell, Isy Suttie, Michael Wozniak, Elliot Levey, Ruth Bratt, Deirdre Mullins, Steven Berkoff, Stella Gonet, Rik Mayall, Ashley McGuire, Stephanie Cole",United Kingdom,2017,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Comedies","A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.",18+,7.6/10,58/100,1,0,0,0
1507,TV Show,Broadchurch,,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley",United Kingdom,2017,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case.",18+,8.4/10,86/100,1,0,0,0
1508,TV Show,The Many Faces of Ito,,"Fumino Kimura, Nozomi Sasaki, Mirai Shida, Elaiza Ikeda, Kaho, Yuki Yamada, Tomoya Nakamura, Kei Tanaka",Japan,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,,6.4/10,42/100,1,0,0,0
1509,TV Show,Trailer Park Boys: Out of the Park: USA,,"John Paul Tremblay, Robb Wells, Mike Smith, Tom Mayhue, Alex Lifeson, Sebastian Bach, Tommy Chong, Dennis Rodman, Tony Hawk, Verne Troyer, Tom Green, Riley Hawk",,2017,TV-MA,1 Season,"International TV Shows, TV Comedies","The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",,,22/100,1,0,0,0
1510,TV Show,Argon,,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park",South Korea,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",,,14/100,1,0,0,0
1511,TV Show,Godless,,"Jeff Daniels, Michelle Dockery, Jack O'Connell, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Sam Waterston, Tantoo Cardinal",United States,2017,TV-MA,1 Season,TV Dramas,"A ruthless outlaw terrorizes the West in search of a former member of his gang, whoâ€™s found a new life in a quiet town populated only by women.",18+,8.3/10,80/100,1,0,0,0
1512,TV Show,Longmire,,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Bailey Chase, Cassidy Freeman, Adam Bartley, Louanne Stephens",United States,2017,TV-MA,6 Seasons,"Crime TV Shows, TV Dramas",This contemporary crime thriller focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.,16+,8.3/10,80/100,1,0,0,0
1513,TV Show,Luna Petunia,,"Ciara Alexys, Katie Griffin, Cory Doran, Jonah Wineberg",United States,2017,TV-Y,3 Seasons,Kids' TV,"With help from her magic toy chest, fun-loving Luna Petunia enters the fantastic land of Amazia, where adventures, friendship and learning await.",all,6.3/10,31/100,1,0,0,0
1514,TV Show,Shot in the Dark,,,United States,2017,TV-MA,1 Season,Reality TV,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents â€“ and anything else they can sell to news outlets.",18+,8.3/10,51/100,1,0,0,0
1515,TV Show,The Irregular at Magic High School,,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase",Japan,2014,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.",16+,7.2/10,61/100,1,0,0,0
1516,TV Show,The Irregular at Magic High School,,,Japan,2014,TV-14,2 Seasons,"Anime, International","Magic â€“ A century has passed since this concept has been recognized as a formal technology instead of the product of the occult or folklore. The season is spring and it is time for a brand new school year. At the National Magic University First Affiliate High School, A.K.A Magic High School, students are divided into two distinct groups according to their academic performances. The â€œBloom,â€ who demonstrate the highest grades and are enrolled in the â€œFirst Course,â€ and the â€œWeed,â€ who have a poor academic record and are enrolled in the â€œSecond Course.â€ This spring, a very peculiar brother and sister enroll as new students. The brother is an under achiever with some deficiencies and enrolls as a â€œWeed,â€ while his younger sister is an honor student, who enrolls as a â€œBloom.â€ The brother, with a somewhat philosophical expression, and the younger sister who holds feelings a little stronger than sibling love for himâ€¦ Ever since these two have entered through the gates of this prestigious school, the calm campus was beginning to change...",16+,7.2/10,61/100,1,0,0,0
1517,TV Show,The Method,,"Konstantin Khabenskiy, Paulina Andreeva, Alexander Tsekalo, Alexander Petrov, Ivan Dobronravov, Kirill Poluhin",Russia,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An ambitious young law enforcement graduate is thrilled when her idol takes her on as a trainee. But his methods aren't anything like she imagined.,18+,7.4/10,56/100,1,0,0,0
1518,TV Show,Blazing Transfer Students,,"Daiki Shigeoka, Akito Kiriyama, Junta Nakama, Tomohiro Kamiyama, Ryusei Fujii, Takahiro Hamada, Nozomu Kotaki, Umika Kawashima, Takeshi Kaga, Norio Wakamoto",Japan,2017,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",,7.3/10,41/100,1,0,0,0
1519,TV Show,Glitter Force Doki Doki,Go Koga,"Debi Derryberry, Cassandra Morris, Melissa Fahn, Stephanie Sheh, Erica Lindbeck, Kate Higgins, Cherami Leigh, Tara Sands, Bryce Papenbrook, Erica Mendez, Ray Chase, Carrie Keranen, Ben Diskin, Grant George, Kirk Thornton",Japan,2017,TV-Y7,2 Seasons,"Anime Series, Kids' TV",Four girls summon their inner superheroes to defend Earth and the magical kingdom of Splendorius from King Mercenare and his minions.,7+,,42/100,1,0,0,0
1520,TV Show,Lady Dynamite,,"Maria Bamford, Fred Melamed, Mary Kay Place, Ed Begley Jr., Ana Gasteyer, Lennon Parham, Bridget Everett, Mo Collins, June Diane Raphael, Dean Cain, Ã“lafur Darri Ã“lafsson, Patton Oswalt, Keith Lucas, Kenny Lucas, Sarah Silverman, Mira Sorvino, Jon Cryer, Brandon Routh, Adam Pally, Tig Notaro, Andy Samberg, David Spade, Fred Armisen, Jason Mantzoukas, Jenny Slate, Judd Apatow, Judy Greer, Weird Al Yankovic",United States,2017,TV-MA,2 Seasons,TV Comedies,Comedian Maria Bamford stars in a series inspired by her own life. It's the sometimes surreal story of a woman who loses â€“ and then finds â€“ her s**t.,16+,7.4/10,63/100,1,0,0,0
1521,TV Show,Fate/Apocrypha,,"Natsuki Hanae, Maaya Sakamoto, Kouki Uchiyama, Miyuki Sawashiro, Saori Hayami, Koji Yusa, Makoto Furukawa, Tetsu Inada, Satoshi Tsuruoka, Kei Shindou, Junichi Suwabe, Shunsuke Takeuchi, Ryotaro Okiayu, Mitsuru Miyamoto, Rumi Okubo, Ai Nonaka, Sakura Tange",Japan,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows",The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,18+,6.6/10,47/100,1,0,0,0
1522,TV Show,Alias Grace,,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin, Rebecca Liddiard, Zachary Levi, Kerr Logan, David Cronenberg",Canada,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",18+,7.7/10,79/100,1,0,0,0
1523,TV Show,The Family Court,,"Tay Ping Hui, Qi Yu Wu, Chris Tong, Yao Wenlong, Eelyn Kok, Hong Hui Fang, Ann Kok",,2010,TV-MA,1 Season,"International TV Shows, TV Dramas",Five lawyers from different firms develop a strong bond of friendship that is occasionally tested by their court cases and growing romantic feelings.,,,14/100,1,0,0,0
1524,TV Show,The Golden Path,,"Li Nanxing, Chen Liping, Chew Chor Meng, Tay Ping Hui, Joanne Peh, Felicia Chin, Huang Wenyong, Alan Tern",,2007,TV-MA,1 Season,"International TV Shows, TV Dramas","A single mother of five struggles for decades to forge a successful business empire, only to see her family descend into animosity and betrayal.",,,13/100,1,0,0,0
1525,TV Show,The Little Nyonya,,"Jeanette Aw, Qi Yu Wu, Pierre Png, Dai Xiangyu, Zen Chong, Joanne Peh, Eelyn Kok, Xiang Yun, Yao Wenlong",,2009,TV-14,1 Season,"International TV Shows, TV Dramas","An orphaned Chinese woman in Singapore refuses to yield to her lowly station in life, setting her family on a tumultuous course for generations.",,,37/100,1,0,0,0
1526,TV Show,The Truth,,"Tay Ping Hui, Joanne Peh, Shaun Chen, Rebecca Lim, Zhu Houren, Richard Low",,2008,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","A devious businessman covets his partner's priceless treasure map, while a related murder case calls into question some biological family ties.",,,17/100,1,0,0,0
1527,TV Show,Together,,"Jeanette Aw, Dai Xiangyu, Elvin Ng, Eelyn Kok, Zheng Geping, Aileen Tan, Zhou Ying, Hong Hui Fang, Zhang Zhenhuan",Singapore,2009,TV-14,1 Season,"International TV Shows, TV Dramas","Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore.",,,13/100,1,0,0,0
1528,TV Show,Beyond Stranger Things,,"Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",United States,2017,TV-14,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy","Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",,,20/100,1,0,0,0
1529,TV Show,The Mist,,"Morgan Spector, Alyssa Sutherland, Gus Birney, Danica Curcic, Okezie Morro, Luke Cosgrove, Darren Pettie, Russell Posner, Frances Conroy, Dan Butler, Isiah Whitlock Jr.","Canada, United States",2017,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",16+,5.4/10,65/100,1,0,0,0
1530,TV Show,W1A,,"Hugh Bonneville, Monica Dolan, Jessica Hynes, Rufus Jones, Sarah Parish, Nina Sosanya, Jason Watkins, Hugh Skinner, David Westhead, Jonathan Bailey, Ophelia Lovibond, David Tennant",United Kingdom,2017,TV-MA,3 Seasons,"British TV Shows, TV Comedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs.",,7.8/10,58/100,1,0,0,0
1531,TV Show,Haters Back Off,,"Colleen Ballinger, Angela Kinsey, Steve Little, Francesca Reale, Erik Stocklin, Matt Besser",United States,2017,TV-PG,2 Seasons,"TV Comedies, Teen TV Shows","Determined to make it big, the confident but clueless Miranda Sings embarks on an unlikely quest for fame in this offbeat comedy.",7+,6.0/10,57/100,1,0,0,0
1532,TV Show,Laws of Attraction,,"Wayne Chua, Frederick Lee, Steve Yap, Tiffany Leong, Aenie Wong, Kyo Chen, Angie Seow",,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Four couples â€“ a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views â€“ weather ups and downs.",,,17/100,1,0,0,0
1533,TV Show,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,2015,TV-G,6 Seasons,"Docuseries, Reality TV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet.",,6.0/10,44/100,1,0,1,0
1534,TV Show,ID-0,,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,2017,TV-PG,1 Season,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.",16+,6.1/10,39/100,1,0,0,0
1535,TV Show,Kibaoh Klashers,,"Ben Diskin, Cherami Leigh, Dakota Basseri, Keith Silverstein, Johnny Yong Bosch, Lucien Dodge, Jamie Simone, Nicolas Roye, Robbie Daymond, Michael Sorich",China,2017,TV-Y7,2 Seasons,Kids' TV,"Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting, high-octane sport of Battle Blading.",7+,6.3/10,27/100,1,0,0,0
1536,TV Show,Beyblade Burst,,"Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,2016,TV-Y7,1 Season,"Anime Series, Kids' TV","Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",7+,6.7/10,49/100,1,0,0,0
1537,TV Show,Star Trek: Enterprise,,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating, Anthony Montgomery, Linda Park, Connor Trinneer",United States,2004,TV-14,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Capt. Archer and his crew explore space and discover human innovation-expanding technologies as they meet new alien races in this ""Star Trek"" prequel.",7+,7.5/10,76/100,1,1,1,0
1538,TV Show,Star Trek: Enterprise,,"Scott Bakula, Jolene Blalock, Connor Trinneer, Dominic Keating, Anthony Montgomery, Linda Park, John Billingsley",,2005,TV-PG,4 Seasons,Science Fiction,"Led by Capt. Jonathan Archer (Scott Bakula), the crew of the USS Enterprise rides high once more, hurtling through time and space in search of its ultimate destiny.",7+,7.5/10,76/100,1,1,1,0
1539,TV Show,Star Trek: Enterprise,,,United States,2001,TV-PG,4 Seasons,"Action, Adventure, Science Fiction","Set in the 22nd century, nearly 100 years before James T. Kirk, ENTERPRISE takes place during the early pioneering days of deep space exploration, when interstellar travel is in its infancy and the United Federation of Planets is still decades away. Captain Jonathan Archer is the prototype for Starfleet captains to come; heâ€™s bold, intensley curious and eager to venture where no man has gone before. Unlike the seasoned, sometimes unflappable officers of the 24th century, the crew of ENTERPRISE exhibits a sense of wonder and excitement, as well as a little trepidation about the strange things theyâ€™ll encounter. With their star charts mostly empty, theyâ€™ll have to prove theyâ€™re ready for life among the stars.",7+,7.5/10,76/100,1,1,1,0
1540,TV Show,Star Trek: Voyager,,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Jeri Ryan, Garrett Wang, Tarik Ergin",United States,2000,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space.",7+,7.8/10,78/100,1,1,1,0
1541,TV Show,Star Trek: Voyager,,"Kate Mulgrew, Robert Beltran, Roxann Biggs-Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Garrett Wang, Jeri Ryan",,2001,TV-PG,7 Seasons,"Drama, Science Fiction, Special Interest","In Season 7, Janeway leads the crew through a fierce fight against the Borg drones; delves into political infighting; wrestles her way out of a void; and, finally, makes her way back home.",7+,7.8/10,78/100,1,1,1,0
1542,TV Show,Star Trek: Voyager,,,United States,1997,TV-PG,7 Seasons,"Action, Adventure, Science Fiction","Catapulted into the distant sector of the galaxy, the Star Trek franchise's first female captain and her crew encounter strange new worlds and dangerous new enemies in their quest to return home.",7+,7.8/10,78/100,1,1,1,0
1543,TV Show,Sudden,,"Rui En, Romeo Tan, Rebecca Lim, Zhang Zhenhuan",Singapore,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.,,,16/100,1,0,0,0
1544,TV Show,What She Put on the Table,,"Amber An, Sun Ke-fang, Chang Yao-jen, Wang Man-chiao, Hans Chung, Chris Lee, Yan Yu-lin, Kiki Chen, Steven Chiang",Taiwan,2017,TV-14,1 Season,"International TV Shows, TV Dramas","Based on the life of TV chef Fu Pei-mei, this drama follows two women â€“ one rich, the other poor â€“ who fortuitously cross paths in 1950s Taiwan.",,,37/100,1,0,0,0
1545,TV Show,The Royal House of Windsor,,,United Kingdom,2017,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows","Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",16+,7.3/10,48/100,1,0,0,0
1546,TV Show,Paul Hollywood's Big Continental Road Trip,,Paul Hollywood,United Kingdom,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.",,,13/100,1,0,0,0
1547,TV Show,Real Rob,,"Rob Schneider, Patricia Schneider, Jamie Lissow, Miranda Scarlett Schneider",United States,2017,TV-MA,2 Seasons,TV Comedies,Go inside the world of comedian and actor Rob Schneider in this comedy series that follows the ups and downs of his career and family life.,18+,6.4/10,48/100,1,0,0,0
1548,TV Show,Terrace House: Aloha State,,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Kentaro","United States, Japan",2017,TV-14,4 Seasons,"International TV Shows, Reality TV","The beautiful island of Oahu is host to a new batch of six strangers who share a single roof, multiple conflicts and no script in this reality series.",,7.5/10,49/100,1,0,0,0
1549,TV Show,Dark Matter,,"Marc Bendavid, Melissa O'Neil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland, Roger Cross, Zoie Palmer",Canada,2017,TV-14,3 Seasons,"TV Sci-Fi & Fantasy, TV Thrillers","After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination.",18+,7.5/10,78/100,1,0,1,0
1550,TV Show,VeggieTales in the City,,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",United States,2017,TV-Y,2 Seasons,Kids' TV,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",all,6.0/10,42/100,1,0,0,0
1551,TV Show,Offspring,,"Asher Keddie, Kat Stewart, Richard Davies, Linda Cropper, Jane Harber, Alicia Gardiner, Lachy Hulme, Eddie Perfect, Deborah Mailman, John Waters",Australia,2017,TV-MA,7 Seasons,"TV Comedies, TV Dramas","A Melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama.",16+,8.3/10,62/100,1,0,0,0
1552,TV Show,Offspring,,,Australia,2010,TV-MA,5 Seasons,"Comedy, Drama, International",The story of the impossible loves of 30-something obstetrician Nina Proudman and her fabulously messy family.,16+,8.3/10,62/100,1,0,0,0
1553,TV Show,Apaches,,"Alberto Ammann, Eloy AzorÃ­n, VerÃ³nica Echegui, LucÃ­a JimÃ©nez, Claudia Traisac",Spain,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel SÃ¡ez Carral.,18+,7.0/10,43/100,1,0,0,0
1554,TV Show,Fire Chasers,,,United States,2017,TV-MA,1 Season,"Docuseries, Science & Nature TV","As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",,6.6/10,37/100,1,0,0,0
1555,TV Show,No Tomorrow,,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz",United States,2016,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom â€“ even though her man just might be an end-of-days crackpot.",7+,7.3/10,67/100,1,0,0,0
1556,TV Show,Reign,,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker",United States,2017,TV-14,4 Seasons,TV Dramas,"This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.",16+,7.5/10,78/100,1,0,0,0
1557,TV Show,Frequency,,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",United States,2016,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",7+,7.5/10,73/100,1,0,1,0
